record_id,study_label,title,year,journal,doi,mmat_category,screen_clear_question,screen_data_address_question,c1,c2,c3,c4,c5,rationale_c1,rationale_c2,rationale_c3,rationale_c4,rationale_c5,mmat_overall,criteria_note,applies_prediction_appraisal,probast_participants,probast_predictors,probast_outcome,probast_analysis,probast_overall_rob,probast_overall_applicability,probast_rationale,tripod_ai_data,tripod_ai_model,tripod_ai_validation,tripod_ai_transparency,tripod_ai_overall,reviewer_id,assessed_at,appraisal_note,pilot_batch
REC-AIBIOGU-000051,Cao2025,Development of a prognostic risk model for predicting biochemical recurrence-free survival in patients with prostate cancer based on lysine acetylation.,2025,Transl Androl Urol,10.21037/tau-2025-179,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA-PRAD + GSE54460 public cohorts, convenience samples.",Lysine-acetylation gene features and BCR-free survival endpoint appropriate.,"TCGA training + GSE54460 (n=100) external validation, reasonably complete.",Independent prognostic factors identified via multivariate analysis; nomogram integrates Gleason/T stage.,WGCNA/DEG/ML pipeline followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"GSE54460 external validation cohort (n=100, modest size) present; WGCNA+DEG intersection plus ML mining typical of corpus default.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000053,Ji2025,Biparametric MRI-based radiomics for differentiating clinically significant prostate cancer among prostate-specific antigen level of gray zone.,2025,Front Oncol,10.3389/fonc.2025.1615005,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Single-center retrospective cohort (n=287), PSA gray-zone subset only.",bpMRI radiomics features and biopsy-confirmed csPCa outcome appropriate.,"287 patients with training/test split, reasonably complete.",Combined nomogram integrates radiomics with PI-RADS; DeLong tests compare models.,LASSO feature selection and logistic regression followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,Only internal train(201)/test(86) split; authors explicitly state further external validation is needed — no independent external cohort.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Single-center retrospective study; authors explicitly note need for further external validation.,batch-01
REC-AIBIOGU-000054,Dai2025,Tumor associated neutrophils promote prostate cancer progression by mediating neutrophil trap secretion through PSMA1- NF-κB-HIF-1α signaling axis.,2025,Front Immunol,10.3389/fimmu.2025.1467357,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA (n=486) public cohort with internal 70/30 split, convenience sample.",NET-related gene features and prognosis endpoint appropriate.,"TCGA + GEO validation cohort, reasonably complete reporting.",Multivariate regression confirmed risk score as independent prognostic factor.,Single-cell sequencing and organoid model functional validation followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,Internal 70/30 TCGA split plus GEO cohort validation; LASSO+ML mining of 6-gene signature typical of corpus default.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000055,Gong2025,Habitat analysis based on magnetic resonance imaging for the prediction of prostate cancer: a dual-center study.,2025,Quant Imaging Med Surg,10.21037/qims-2025-223,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Retrospective dual-center cohort (n=673), potential selection bias.",Habitat MRI radiomics and PCa-vs-BPH diagnosis outcome appropriate.,"Internal 8:2 split plus external validation set, reasonably complete.",Nomogram combines habitat/classical rad-scores with clinically independent predictors.,Standardized habitat clustering and radiomics extraction followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,Genuine external validation cohort present (AUC 0.878-0.963); still high-dimensional habitat radiomics feature space typical mining risk.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000056,Wu2025,Single-Cell and Bulk RNA Sequencing Highlights Intra-Tumoral Heterogeneity and Malignant Progression Mechanisms in Prostate Cancer.,2025,J Cell Mol Med,10.1111/jcmm.70806,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA training + public GEO/DKFZ cohorts, convenience samples.",Single-cell + bulk RNA-seq PCMP gene features and RFS endpoint appropriate.,"TCGA training + 7 external cohorts (GSE70768/70769/21032/46602, DKFZ, GSE116918, Meta), reasonably complete.",Multivariable Cox regression conducted in multiple cohorts confirms independent prognostic value.,"IHC and cell proliferation assays (CENPA, CKS1B) followed stated protocol.",moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,101 prediction models benchmarked via 10-fold CV across 6 cohorts (extensive mining); exceptionally thorough external validation across 7 cohorts partially offsets this.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000057,Wu2025,A Promising Prognostic Signature Consisting of Fatty Acid Metabolism Genes based on Machine Learning Predicts Biochemical Recurrence and Aids ARSI Therapy in Prostate Cancer.,2025,J Cancer,10.7150/jca.112597,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA training (n=463) + public GEO cohorts, convenience samples.",Fatty-acid-metabolism gene features and BCR endpoint appropriate.,"TCGA training + 5 external validation cohorts including ARSI-treatment cohort, reasonably complete.",Independent cohorts and clinical covariates incorporated; C-index compared across models.,10-algorithm ML pipeline and drug sensitivity analysis followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"10-algorithm combination mining across 6 cohorts (Cambridge, others); validated in 5 external cohorts including a treatment-response (ARSI) cohort.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000059,Zhou2025,"Integrative analysis of lactylation related genes in prostate cancer: unveiling heterogeneity through single-cell RNA-seq, bulk RNA-seq and machine learning.",2025,Front Pharmacol,10.3389/fphar.2025.1634985,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA-PRAD + GSE116918 + GSE54460 merged/cross-validated cohorts, convenience samples.",Lactylation-related gene features (single-cell + bulk) and prognosis endpoint appropriate.,"Merged cohort with cross-validation across the three source datasets, reasonably complete.",LRGRS identified as independent prognostic factor via multivariate analysis.,qRT-PCR validation of top 10 genes in clinical samples followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"Cross-validated across TCGA-PRAD, GSE116918, GSE54460 (AUC 0.79-0.88 per cohort); multi-algorithm consensus mining typical of corpus default.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000062,Jiang2025,Comprehensive analysis of cholesterol metabolism-related genes in prostate cancer: integrated analysis of single-cell and bulk RNA sequencing.,2025,Discov Oncol,10.1007/s12672-025-03294-5,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA training + DKFZ/GSE46602/GSE70769 public cohorts, convenience samples.",Cholesterol-metabolism gene (CMG) features and prognosis endpoint appropriate.,"TCGA training + 3 external cohorts, reasonably complete.","Risk score recognized as independent prognostic parameter, incorporated into nomogram with clinical variables.",Single-cell RNA sequencing analyses followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"3 external validation cohorts (DKFZ, GSE46602, GSE70769) present; LASSO selection from many CMGs typical mining risk.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000063,Wang2025,Assessment of prostate cancer aggressiveness through the combined analysis of prostate MRI and 2.5D deep learning models.,2025,Front Oncol,10.3389/fonc.2025.1539537,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Single-center retrospective cohort (n=335), class-imbalanced (266 aggressive vs 69 non-aggressive).",2.5D deep learning + radiomics features and Gleason>=7 aggressiveness outcome appropriate.,"335 patients with 7:3 train/test split, reasonably complete.",Clinical feature model (Clinic-LightGBM) combined with imaging models; DeLong tests performed.,Blinded segmentation with ICC reproducibility check followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"Only internal 7:3 split, no external validation cohort; deep-learning + radiomics high-dimensional features with class imbalance.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Single-center only, no external validation cohort; class-imbalanced sample (266 vs 69).",batch-01
REC-AIBIOGU-000065,Li2025,Intralesional and perilesional radiomics strategy based on different machine learning for the prediction of international society of urological pathology grade group in prostate cancer.,2025,BMC Med Imaging,10.1186/s12880-025-01812-z,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Retrospective two-hospital cohort (n=340), potential selection bias.",Intralesional/perilesional radiomics features and ISUP grade outcome appropriate.,"Training/internal/external validation cohorts, reasonably complete.",Nomogram combines radiomic signatures with clinical variables; calibration and DCA performed.,Standardized T2WI radiomics extraction followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,Notable AUC drop from training (0.929) to internal/external validation (0.734/0.743) suggests overfitting despite genuine external cohort.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,Notable train-test AUC gap (0.929 training vs 0.734/0.743 validation) suggests overfitting; interpret nomogram performance cautiously.,batch-01
REC-AIBIOGU-000067,Zhong2025,"Combining MRI radiomics, hypoxia gene signature score and clinical variables for prediction of biochemical recurrence-free survival after radiotherapy in prostate cancer.",2025,Radiol Med,10.1007/s11547-025-02037-4,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Retrospective bi-institutional cohort (n=178), modest sample size.",MRI radiomics + hypoxia gene signature + clinical features and BCRFS endpoint appropriate.,"Complete clinical, hypoxia, and radiomics data available for all patients.","Four multivariable Cox models compared via AIC; clinical variables (age, ISUP grade, T stage) included.",Standardized segmentation and PyRadiomics extraction followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,No independent external cohort — only internal stratified CV/bootstrap on pooled bi-institutional data; modest discrimination (C-index ~0.68-0.70).,yes,yes,partial,partial,partial,REV-ALCIDES-AI,2026-09-22,"Honest negative finding: hypoxia gene signature did not improve model fit (AIC p=0.625); modest C-index (~0.70); no independent external validation cohort, only internal bootstrap/CV on pooled bi-institutional data.",batch-01
REC-AIBIOGU-000068,Liu2025,A nomogram based on radiomic features from peri-prostatic adipose tissue for predicting bone metastasis in first-time diagnosed prostate cancer patients.,2025,Adipocyte,10.1080/21623945.2025.2517583,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Single-center retrospective cohort (n=151), convenience sample.",Peri-prostatic adipose tissue radiomics features and bone-metastasis outcome (SPECT/CT-confirmed) appropriate.,Comprehensive clinicopathologic data available for all patients.,"Independent predictors (Radscore, ALP, cN stage) identified via multivariate logistic regression.",Standardized radiomics extraction with LASSO selection followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"Only internal bootstrap validation (1000 iterations), no external cohort; 16-feature LASSO selection from single small cohort (n=151).",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Single-center, no external validation cohort — only internal bootstrap validation reported.",batch-01
REC-AIBIOGU-000069,Wu2025,Integrated machine learning based on cuproptosis and RNA methylation regulators to explore the molecular model of prostate cancer and provide novel insights to immunotherapy.,2025,J Cancer,10.7150/jca.112843,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"TCGA training + public GEO/DKFZ cohorts, convenience samples.",Cuproptosis-associated RNA-methylation regulator (CARMR) features and prognosis endpoint appropriate.,"Missingness transparently reported (age, Gleason, cPSA missing in specific cohorts) and handled.",Independent prognostic value supported by multi-cohort risk stratification.,qRT-PCR validation of C4orf48 and SLC26A1 followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,GSE70768/GSE70769/DKFZ external cohorts validate the model; 101 algorithm combinations screened is a strong mining/overfitting signal typical of corpus default.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
REC-AIBIOGU-000070,Wang2025,Precise prediction of bone metastases and metastatic burden using exosomal mirnas and radiomics: a multi-center study.,2025,J Transl Med,10.1186/s12967-025-06691-0,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Retrospective multi-center cohort, convenience/selection criteria unclear from available text.",Exosomal miRNA + radiomics features and bone metastasis outcome appropriate.,"Internal training/test sets plus independent external dataset (n=96), reasonably complete.","Logistic regression selected clinical indicators, miRNAs, and radiomics jointly; DeLong test used.",Standardized blood sample collection and radiomics extraction followed stated protocol.,moderate,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"External validation cohort (n=96, two collaborating hospitals) present; Nomogram 2 shows drop from training AUC 0.916 to internal test AUC 0.806, suggesting some overfitting.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-01
