hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:33254045	MED	33254045	Radiomics-based machine learning model to predict risk of death within 5-years in clear cell renal cell carcinoma patients.	2020	Comput Biol Med	10.1016/j.compbiomed.2020.104135	Included		A CT radiomics machine-learning classifier predicted 5-year death in clear cell renal cell carcinoma with an AUROC of 0.95 to 0.98.	batch-02
MED:32208009	MED	32208009	Three-Dimensional Convolutional Neural Network for Prostate MRI Segmentation and Comparison of Prostate Volume Measurements by Use of Artificial Neural Network and Ellipsoid Formula.	2020	AJR Am J Roentgenol	10.2214/ajr.19.22254	Excluded	wrong outcome	A 3D convolutional network segments the prostate and estimates volume, without deriving a biomarker.	batch-02
MED:31664486	MED	31664486	Value of radiomics in differential diagnosis of chromophobe renal cell carcinoma and renal oncocytoma.	2020	Abdom Radiol (NY)	10.1007/s00261-019-02269-9	Included		A CT radiomic machine-learning signature differentiated chromophobe renal cell carcinoma from oncocytoma with an SVM AUC of 0.964.	batch-02
MED:35096579	MED	35096579	A Novel Machine Learning Algorithm Combined With Multivariate Analysis for the Prognosis of Renal Collecting Duct Carcinoma.	2021	Front Oncol	10.3389/fonc.2021.777735	Excluded	wrong intervention	The XGBoost model predicts collecting-duct carcinoma survival from established clinical factors such as stage, grade, and treatment, without discovering a new biomarker.	batch-02
MED:34294092	MED	34294092	A systematic review of the applications of Expert Systems (ES) and machine learning (ML) in clinical urology.	2021	BMC Med Inform Decis Mak	10.1186/s12911-021-01585-9	Excluded	wrong publication type	This is a topical systematic review of expert systems and machine learning in clinical urology, kept for context and not as an included primary study.	batch-02
MED:33798819	MED	33798819	Application of deep learning as a noninvasive tool to differentiate muscle-invasive bladder cancer and non-muscle-invasive bladder cancer with CT.	2021	Eur J Radiol	10.1016/j.ejrad.2021.109666	Excluded	wrong outcome	The convolutional network classifies muscle-invasive versus non-muscle-invasive bladder cancer on CT as assisted staging, without deriving a biomarker.	batch-02
MED:33965983	MED	33965983	Applications of artificial intelligence in prostate cancer imaging.	2021	Curr Opin Urol	10.1097/mou.0000000000000887	Excluded	wrong publication type	This is a topical review of artificial intelligence in prostate cancer imaging, kept for context and not as an included primary study.	batch-02
MED:34073627	MED	34073627	Artificial Intelligence Based Algorithms for Prostate Cancer Classification and Detection on Magnetic Resonance Imaging: A Narrative Review.	2021	Diagnostics (Basel)	10.3390/diagnostics11060959	Excluded	wrong publication type	This is a topical narrative review of artificial-intelligence algorithms for prostate cancer detection and classification on MRI, kept for context and not as an included primary study.	batch-02
MED:34722318	MED	34722318	Artificial Intelligence Combined With Big Data to Predict Lymph Node Involvement in Prostate Cancer: A Population-Based Study.	2021	Front Oncol	10.3389/fonc.2021.763381	Excluded	wrong intervention	The model predicts prostate-cancer lymph-node involvement from established clinicopathologic predictors such as Gleason score, stage, and PSA, without a new biomarker.	batch-02
MED:34282762	MED	34282762	Artificial Intelligence Compared to Radiologists for the Initial Diagnosis of Prostate Cancer on Magnetic Resonance Imaging: A Systematic Review and Recommendations for Future Studies.	2021	Cancers (Basel)	10.3390/cancers13133318	Excluded	wrong publication type	This is a topical systematic review of artificial intelligence versus radiologists for the initial MRI diagnosis of prostate cancer, kept for context and not as an included primary study.	batch-02
MED:33925767	MED	33925767	Artificial Intelligence and Its Impact on Urological Diseases and Management: A Comprehensive Review of the Literature.	2021	J Clin Med	10.3390/jcm10091864	Excluded	wrong publication type	This is a topical review of artificial intelligence across urological diseases, kept for context and not as an included primary study.	batch-02
MED:33672608	MED	33672608	Artificial Intelligence and Machine Learning in Prostate Cancer Patient Management-Current Trends and Future Perspectives.	2021	Diagnostics (Basel)	10.3390/diagnostics11020354	Excluded	wrong publication type	This is a topical overview of artificial intelligence and machine learning in prostate cancer management, kept for context and not as an included primary study.	batch-02
MED:34024704	MED	34024704	Artificial intelligence in urological oncology: An update and future applications.	2021	Urol Oncol	10.1016/j.urolonc.2021.03.012	Excluded	wrong publication type	This is a topical review of artificial intelligence in renal, prostate, and bladder cancer and robotic surgery, kept for context and not as an included primary study.	batch-02
MED:34018011	MED	34018011	Artificial intelligence is a promising prospect for the detection of prostate cancer extracapsular extension with mpMRI: a two-center comparative study.	2021	Eur J Nucl Med Mol Imaging	10.1007/s00259-021-05381-5	Excluded	wrong outcome	The ResNeXt tool detects extracapsular extension on multiparametric MRI as assisted staging, without deriving a biomarker signature.	batch-02
MED:33915698	MED	33915698	Assessment of Immunological Features in Muscle-Invasive Bladder Cancer Prognosis Using Ensemble Learning.	2021	Cancers (Basel)	10.3390/cancers13071624	Included		An ensemble model using image-derived immune and spatial features stratified 5-year prognosis in muscle-invasive bladder cancer and classified more deaths than TNM staging.	batch-02
MED:34075559	MED	34075559	Bi-parametric magnetic resonance imaging based radiomics for the identification of benign and malignant prostate lesions: cross-vendor validation.	2021	Phys Eng Sci Med	10.1007/s13246-021-01022-1	Included		A biparametric MRI radiomics signature differentiated benign from malignant prostate lesions, with a mean AUC of 0.833.	batch-02
MED:33427908	MED	33427908	CT-based peritumoral radiomics signatures for malignancy grading of clear cell renal cell carcinoma.	2021	Abdom Radiol (NY)	10.1007/s00261-020-02890-z	Included		A CT peritumoral radiomics signature predicted clear cell renal cell carcinoma grade with a validation AUC of 0.848.	batch-02
MED:33585193	MED	33585193	Computed Tomography Radiomics for Predicting Pathological Grade of Renal Cell Carcinoma.	2021	Front Oncol	10.3389/fonc.2020.570396	Included		A CT machine-learning radiomic model differentiated low- from high-grade clear cell renal cell carcinoma with a validation AUC of 0.91.	batch-02
MED:33718124	MED	33718124	Computed Tomography-Based Radiomics Model for Predicting the WHO/ISUP Grade of Clear Cell Renal Cell Carcinoma Preoperatively: A Multicenter Study.	2021	Front Oncol	10.3389/fonc.2021.543854	Included		A multicenter CT radiomics model predicted WHO/ISUP grade of clear cell renal cell carcinoma with an external-validation AUC of 0.81.	batch-02
MED:34210685	MED	34210685	Deciphering Intratumoral Molecular Heterogeneity in Clear Cell Renal Cell Carcinoma with a Radiogenomics Platform.	2021	Clin Cancer Res	10.1158/1078-0432.ccr-21-0706	Excluded	wrong intervention	Percent enhancement on DCE-MRI was correlated with regional transcriptomes in clear cell renal cell carcinoma without a machine-learning biomarker pipeline.	batch-02
MED:34178641	MED	34178641	Deep Learning on Enhanced CT Images Can Predict the Muscular Invasiveness of Bladder Cancer.	2021	Front Oncol	10.3389/fonc.2021.654685	Excluded	wrong outcome	The deep-learning model classifies muscle-invasive bladder cancer on CT as assisted staging, without deriving a biomarker.	batch-02
MED:33706408	MED	33706408	Deep learning approach to predict lymph node metastasis directly from primary tumour histology in prostate cancer.	2021	BJU Int	10.1111/bju.15386	Included		A convolutional network derived a digital histology biomarker that predicted lymph-node metastasis in prostate cancer with a mean AUROC of 0.68 and independent prognostic value.	batch-02
MED:34079004	MED	34079004	Deep learning-based classification of blue light cystoscopy imaging during transurethral resection of bladder tumors.	2021	Sci Rep	10.1038/s41598-021-91081-x	Excluded	wrong outcome	Convolutional networks classify cystoscopic blue-light images for malignancy, invasion, and grade as assisted diagnosis, without a derived biomarker.	batch-02
MED:34657848	MED	34657848	Enhanced computed tomography radiomics-based machine-learning methods for predicting the Fuhrman grades of renal clear cell carcinoma.	2021	J Xray Sci Technol	10.3233/xst-210997	Included		An enhanced-CT radiomics model using a radial support-vector machine predicted Fuhrman grade of clear cell renal cell carcinoma with a cross-validated AUC of about 0.92.	batch-02
MED:34636962	MED	34636962	Fuhrman nuclear grade prediction of clear cell renal cell carcinoma: influence of volume of interest delineation strategies on machine learning-based dynamic enhanced CT radiomics analysis.	2021	Eur Radiol	10.1007/s00330-021-08322-w	Included		Dynamic CT radiomics features predicted high versus low Fuhrman grade in clear cell renal cell carcinoma with an AUC of 0.87.	batch-02
MED:34117103	MED	34117103	Future of biomarker evaluation in the realm of artificial intelligence algorithms: application in improved therapeutic stratification of patients with breast and prostate cancer.	2021	J Clin Pathol	10.1136/jclinpath-2020-207351	Excluded	wrong publication type	This is a topical review of artificial intelligence for biomarker evaluation in breast and prostate cancer, kept for context and not as an included primary study.	batch-02
MED:33882560	MED	33882560	Kidney cancer management 3.0: can artificial intelligence make us better?	2021	Curr Opin Urol	10.1097/mou.0000000000000881	Excluded	wrong publication type	This is a topical review of artificial intelligence in kidney cancer care, kept for context and not as an included primary study.	batch-02
MED:34660276	MED	34660276	MRI-Based Grading of Clear Cell Renal Cell Carcinoma Using a Machine Learning Classifier.	2021	Front Oncol	10.3389/fonc.2021.708655	Included		An MRI texture machine-learning classifier separated low- from high-grade clear cell renal cell carcinoma with a validation AUC of 0.758.	batch-02
MED:34225808	MED	34225808	MRI-based radiomics models to assess prostate cancer, extracapsular extension and positive surgical margins.	2021	Cancer Imaging	10.1186/s40644-021-00414-6	Included		MRI radiomics signatures discriminated benign from malignant prostate lesions and predicted extracapsular extension and positive surgical margins, with AUCs up to 0.863.	batch-02
MED:34155265	MED	34155265	MRI-derived radiomics model for baseline prediction of prostate cancer progression on active surveillance.	2021	Sci Rep	10.1038/s41598-021-92341-6	Included		Adding T2-weighted MRI radiomic features to clinical variables improved prediction of prostate cancer progression on active surveillance from an AUC of 0.61 to 0.75.	batch-02
