record_id,study_label,title,year,journal,doi,tumor_site,tumor_site_detail,study_design,data_source,data_source_detail,n_analytic,n_unit,data_modality,data_modality_detail,ai_task,algorithm,input_features,biomarker_result,clinical_purpose,performance_metric,performance_value,validation_level,validation_detail,code_availability,data_availability,reporting_guideline,funding,conflicts_of_interest,key_finding,limitations_as_stated,other_key_outcomes,extractor_id,extracted_at,extraction_status,extraction_note,needs_review,pilot_batch
REC-AIBIOGU-000207,Dong2026,Centrosome-related gene SPHK1 drives bladder cancer progression and therapeutic vulnerability.,2026,Transl Oncol,10.1016/j.tranon.2026.102926,bladder_urothelial,,CRG-based prognostic signature with multi-omics and SPHK1 functional validation,multiple_public,TCGA-BLCA training for 12-gene CRSS; external GSE13507 validation; scRNA and IHC n=56,NR,patients,multiomics,"Bulk RNA-seq CRSS plus scRNA, drug sensitivity (IC50), and IHC/qPCR functional assays",prognostic_prediction,Prognostic gene filtering from 698 CRGs with machine learning/MR prioritization (12-gene CRSS),Centrosome-related 12-gene CRSS risk score,CRSS centrosome-related prognostic score,prognostic,other,High vs low CRSS groups showed significant OS differences in TCGA and GSE13507; time-dependent ROC figures without numeric AUC in slice,external_cohort,CRSS evaluated in TCGA-BLCA and independent GSE13507 cohort with nomogram calibration in TCGA.,NR,NR,none_stated,NR,NR,CRSS stratified BLCA survival and highlighted SPHK1 as a key CRG with functional proliferation/migration effects.,NR,"Immune infiltration, drug sensitivity, and Mendelian randomization prioritization of CRGs.",REV-ALCIDES-AI,2026-09-23,needs_review,Paper combines prognostic ML signature with extensive mechanistic SPHK1 validation; numeric AUC not present in cropped slice.,yes,batch-03
REC-AIBIOGU-000210,Yu2026,A machine learning-guided epithelial plasticity score refines prognostication and immune-context stratification in muscle-invasive bladder cancer.,2026,Discov Oncol,10.1007/s12672-026-05555-3,bladder_urothelial,,TCGA MIBC epithelial plasticity score with multi-cohort external validation and nomogram,multiple_public,TCGA-MIBC discovery n=368; external validation GSE32894 and GSE13507 plus pooled meta-analysis,368,patients,transcriptomics,"Bulk RNA-seq with WGCNA, consensus clustering, and Ridge-based EPRS",prognostic_prediction,Ten modeling strategies compared; Ridge-based EPRS selected for portable performance,Epithelial plasticity-related risk score (EPRS) from 331-gene candidate pool,Ridge-based EPRS for MIBC overall survival,prognostic,other,"Ridge EPRS significantly stratified OS in TCGA-MIBC, GSE32894, GSE13507, and pooled meta-cohort (log-rank; numeric C-index/AUC not in slice)",external_cohort,Fixed-coefficient EPRS projected to two independent GEO cohorts with head-to-head comparisons to published signatures noted in appraisal.,NR,NR,none_stated,NR,NR,EPRS captured a basal-luminal plasticity axis associated with stromal-immune remodeling and consistently stratified MIBC survival across cohorts.,Bulk RNA admixture may contribute to EPRS signal.,"scRNA epithelial-state mapping, immunotherapy-related analyses, and EPRS nomogram.",REV-ALCIDES-AI,2026-09-23,complete,,no,batch-03
REC-AIBIOGU-000212,He2026,Non-invasive evaluation of muscle invasion and survival prognosis in bladder cancer using enhanced CT-based deep learning radiomics: a multi-center real-world cohort study.,2026,Mil Med Res,10.1016/j.mmr.2026.100001,bladder_urothelial,,Multicenter real-world preoperative ML model with reader study,own_cohort,"1370 patients from six academic centers split into training n=827, internal validation n=209, external validation n=334",1370,patients,other,Preoperative clinical and laboratory predictors (13 hematological/nutritional markers) with ML model,prognostic_prediction,Machine-learning prognostic model with Cox evaluation (RSF referenced in appraisal),Thirteen preoperative systemic inflammatory and nutritional markers,Multicenter ML prognostic signature for UTUC/MIBC outcomes (context per cohort),prognostic,AUC,AUC 0.807 internal validation and 0.783 external multicenter validation for prediction endpoint stated in abstract,external_multicenter,Internal and external multicenter validation plus prospective reader study with de Long testing (per appraisal).,NR,NR,none_stated,NR,NR,A preoperative systemic-marker ML model maintained strong discrimination on internal and external multicenter cohorts.,NR,Human-AI reader comparison study with 12 readers.,REV-ALCIDES-AI,2026-09-23,needs_review,"Appraisal notes performance collapse in North American TCGA subset, raising domain-shift/generalizability concern.",yes,batch-03
REC-AIBIOGU-000214,Boyne2026,Radiogenomic analysis of muscle-invasive bladder cancer using CT-based texture analysis.,2026,Bladder Cancer,10.1177/23523735261455396,bladder_urothelial,,Single-cohort CT radiogenomics pilot linking radiomics to MIBC molecular features,own_cohort,Single MIBC cohort with CT radiomics matched to genomic/transcriptomic profiling (pilot sample),NR,patients,radiology_imaging,CT-derived radiomics features correlated with molecular endpoints,biomarker_discovery_association,Radiomics models for molecular trait prediction (multiple gene/pathway classifiers),"CT radiomic features predicting TMB, subtype, and gene expression proxies","Radiomics proxies of MIBC molecular traits (e.g., TP53, FGFR3, luminal infiltrated subtype)",other,AUC,"AUC 0.77 (TP53), 0.76 (FGFR3), 0.75 (ARID1A); high-TMB AUC 0.61; luminal-infiltrated subtype AUC 0.69",none,Authors describe an unvalidated single-cohort pilot without held-out external test set.,NR,NR,none_stated,NR,NR,CT radiomics captured several MIBC molecular and prognostic features with moderate discrimination in a single cohort.,Pilot single-cohort design with acknowledged overfitting risk.,Radiogenomic associations with cell-cycle and apoptosis gene expression.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal and authors flag unvalidated pilot design with overfitting risk.,yes,batch-03
REC-AIBIOGU-000216,Pizzi2026,Machine learning-based determination of sex-related bladder cancer biomarkers.,2026,Front Bioinform,10.3389/fbinf.2026.1794098,bladder_urothelial,,Sex-stratified TCGA BLCA ML gene-panel discovery with external testing,multiple_public,TCGA-BLCA sex-stratified training; external validation sets n=58 and n=70 cited in appraisal,NR,samples,transcriptomics,Bulk RNA-seq with four feature-selection strategies and cross-validation,classification_subtyping,"RFE-SVM, logistic regression, optimized random forest with panel aggregation",Sex-specific ≤50-gene panels plus male-vs-female tumor discrimination panel,Male- and female-specific BLCA vs non-tumor gene panels,diagnostic,AUC,External AUROC 0.932 (male) and 0.914 (female) for tumor vs non-tumor; male-vs-female tumor panel mean composite AUROC 0.734,external_cohort,Panels trained on TCGA and tested on small external RNA-seq sets with bootstrap CIs noted as wide in appraisal.,NR,NR,none_stated,NR,NR,"Sex-specific compact gene panels achieved strong tumor-vs-control discrimination externally, while the male-vs-female tumor panel performed worse.",Male-female tumor panel underperformed sex-specific analyses on external data.,Pathway enrichment differences between male and female panels.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags weaker male-vs-female tumor panel AUROC (0.734) and small external validation sets.,yes,batch-03
REC-AIBIOGU-000217,Peng2026,Machine learning-based integration of systemic immune-inflammation and nutritional signatures for predicting disease-free survival in upper tract urothelial carcinoma: a multicenter study.,2026,Front Immunol,10.3389/fimmu.2026.1759547,bladder_urothelial,upper tract urothelial carcinoma (UTUC),Four-center UTUC RSF prognostic score with SHAP and nomogram,own_cohort,"606 UTUC patients: training n=263, internal validation n=114, external validations n=113 and n=116",606,patients,other,"Preoperative hematologic inflammatory/nutritional markers (13 screened, seven in ML Score)",prognostic_prediction,LASSO-Cox screening then random survival forest ML Score with SHAP,"ML Score from RDW, PLT, NEUT, NLR, SIRI, SII, AISI plus clinical nomogram factors",RSF-derived ML Score with integrated nomogram for DFS,prognostic,C-index,Integrated nomogram C-index 0.762 in training with robust performance reported across four validation cohorts,external_multicenter,Two independent external center cohorts plus internal validation; DFS log-rank P<0.01 across cohorts.,NR,NR,none_stated,NR,NR,Systemic inflammatory/nutritional ML Score stratified UTUC DFS and improved nomogram-based risk estimation with favorable decision curves.,Authors discuss cutoff-derivation limitation for ML Score.,SHAP nonlinear threshold effects for RDW and PLT.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-03
REC-AIBIOGU-000218,Luo2026,Ribosome biogenesis programs define a three-gene RBscore with prognostic relevance in bladder cancer.,2026,Front Immunol,10.3389/fimmu.2026.1810132,bladder_urothelial,,TCGA-BLCA RiBi score with ML strategy selection and GSE13507 validation,multiple_public,"TCGA-BLCA training; external GSE13507 validation; three-gene RBscore (PIN4, POP4, PRKDC)",NR,patients,transcriptomics,Bulk RNA-seq/microarray with StepCox-selected RBscore,prognostic_prediction,Ten ML strategies compared; StepCox selected for RBscore,Three-gene ribosome biogenesis score (RBscore),"RBscore (PIN4, POP4, PRKDC)",prognostic,C-index,Training C-index 0.871 vs GSE13507 validation C-index 0.606 (attenuation noted in appraisal),external_cohort,RBscore fixed and evaluated in independent GSE13507 after TCGA discovery.,NR,NR,none_stated,NR,NR,RBscore stratified OS in TCGA-BLCA and remained prognostic in GSE13507 with immune and pharmacogenomic associations.,Mechanistic roles of RBscore genes require further study.,IHC validation and immune contexture analyses.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal highlights large discrimination drop from training to external validation (C-index 0.871 to 0.606).,yes,batch-03
REC-AIBIOGU-000219,Sun2026,"Multidimensional transcriptomic analysis and in vitro experiments dissect the landscape of 2',2',4',4'-Tetrabromodiphenyl ether in bladder cancer progression.",2026,Chem Biol Interact,10.1016/j.cbi.2026.112079,bladder_urothelial,,BDE-47 toxicogenomic BLCA risk signature with in vitro exposure assays,multiple_public,TCGA-BLCA for BDERS nomogram; CTD BDE-47 gene sets; in vitro 5637/T24 BDE-47 treatment,NR,patients,transcriptomics,Bulk RNA-seq ML over BDE-47-associated genes plus toxicogenomic network features,prognostic_prediction,101 ML algorithm combinations selecting optimal BDERS by C-index,BDE-47-related expression risk signature (BDERS) with nomogram,BDERS prognostic score from BDE-47-associated genes,prognostic,C-index,0.682 (mean across all cohorts); 0.67 (mean in validation cohorts); StepCox[both] + Ridge,external_cohort,"TCGA-BLCA training n=335; validation GSE13507 n=164, GSE32548 n=130, and GSE32894 n=224. Ridge penalty chosen by ten-fold cross-validation. Time-dependent AUCs are plotted and are not printed as numbers in the text.",NR,NR,none_stated,NR,NR,In vitro BDE-47 enhanced malignant phenotypes and a BDERS ML score linked BDE-47-associated genes to BC prognosis.,NR,PPI/docking of BDE-47 with JUN-centered targets; single-cell BDE-47 gene-set scoring.,REV-ALCIDES-AI,2026-09-23,needs_review,"Primary anchor is BDE-47 toxicogenomics; BDERS is a gene-expression risk score, not a measured patient exposure. Selection metric is the mean C-index (0.682 all cohorts; 0.67 validation cohorts).",yes,batch-03
REC-AIBIOGU-000221,Deng2026,Comprehensive Analysis Based on the Cancer-Immunity Cycle Identifies a Novel Immunosuppressive Subtype of Bladder Cancer.,2026,Int J Genomics,10.1155/ijog/9720283,bladder_urothelial,,retrospective bioinformatic cohort,multiple_public,TCGA-BLCA (n=403) and GSE166716 for cancer-immunity-cycle gene discovery; diagnostic AUCs reported in TCGA-BLCA. IMvigor210 used for a secondary BIRC5 immunotherapy analysis.,403,samples,transcriptomics,Bulk RNA-seq of cancer-immunity-cycle genes,diagnostic_prediction,"LASSO, SVM-RFE, and random forest; hub genes are the intersection",Differentially expressed cancer-immunity-cycle genes from TCGA-BLCA and GSE166716,"Hub genes BIRC5, CXCL12, and HSPA12A",diagnostic,AUC,"0.890 (BIRC5), 0.906 (CXCL12), and 0.867 (HSPA12A) in TCGA-BLCA",none,"Diagnostic AUCs were calculated within TCGA-BLCA, the same cohort used for feature screening. GSE166716 supported gene overlap and WGCNA, not a held-out AUC. No external GU cohort for the reported AUCs.",NR,upon_request,none_stated,Social Development Program of the Yangzhou Municipal Bureau of Science and Technology (YZ2023080),none_declared,"LASSO, SVM-RFE, and random forest intersected on BIRC5, CXCL12, and HSPA12A, with TCGA-BLCA diagnostic AUCs of 0.890, 0.906, and 0.867.",No dedicated limitations paragraph. The discussion states that only about 20% of bladder-cancer patients respond to immunotherapy and that biomarkers for resistance are needed.,Unsupervised clustering of TCGA-BLCA (n=403) defined an exhausted immune class versus the remaining tumors. BIRC5 expression was also examined in IMvigor210 for atezolizumab response.,REV-ALCIDES-AI,2026-09-23,needs_review,"The printed AUCs are in-sample ROC values on TCGA-BLCA after the genes were selected in that dataset, so validation_level is none. Figure confidence intervals are not paired unambiguously with each gene in the text, so only the stated point estimates are recorded.",yes,batch-03
REC-AIBIOGU-000222,Cao2026,Multi-omics identification of a programmed cell death-related signature and potential target P4HB for bladder cancer based on a 101-combination machine learning and experimental validation.,2026,Clin Exp Med,10.1007/s10238-026-02146-y,bladder_urothelial,,PCD-focused WGCNA with 101-combination ML prognostic model and P4HB validation,multiple_public,"TCGA-BLCA plus GEO cohorts GSE13507, GSE37815, GSE166716; scRNA GSE129845 and GSE135337",NR,patients,multiomics,Bulk RNA-seq with ssGSEA/WGCNA and scRNA-seq support,prognostic_prediction,Ten ML algorithms across 101 combinations with NRI/IDI benchmarking,Hub PCD-related gene signature from WGCNA (P4HB functionally highlighted),PCD-related ML prognostic signature,prognostic,C-index,"0.76 (TCGA training, CoxBoost + GBM); 0.63 (GSE13507); 0.62 (GSE37815). TCGA 1-/3-/5-year AUC 0.796, 0.827, and 0.841",external_cohort,Multiple external GEO cohorts used; appraisal notes attenuated external vs training discrimination.,NR,NR,none_stated,NR,NR,Integrated PCD-pathway ML signature stratified BLCA prognosis with P4HB supported by IHC and functional assays.,NR,Single-cell localization and NRI/IDI comparisons to published models.,REV-ALCIDES-AI,2026-09-23,needs_review,"External C-index values (0.63 and 0.62) are lower than the training C-index (0.76), consistent with the appraisal note of weaker external discrimination. Some other combinations had external C-index values below 0.6 and were set aside by the authors.",yes,batch-03
